pair,side,fee_rate,entry_time,exit_time,entry_price,exit_price,size,pnl,pnl%,fees,success,status,highest_price_seen,lowest_price_seen,drawdown,max_drawdown
tsla,long,0.0004,2017-10-18,2017-10-20,23.976667404174805,23.00666618347168,54.18040425282996,-2.169367461149983,-0.04002369018965482,0.020804064008661558,0,closed,23.976667404174805,23.00666618347168,0.970001220703125,0.970001220703125
tsla,short,0.0004,2017-10-20,2017-12-11,23.00666618347168,21.92733383178711,59.9860529894603,2.837057820787507,0.04727637269545758,0.025129694592814285,1,closed,23.00666618347168,19.950666427612305,1.9766674041748047,1.9766674041748047
tsla,short,0.0004,2017-10-20,2017-12-11,23.00666618347168,21.92733383178711,59.92536885260496,2.8341877468872716,0.04727637269545757,0.025104272453003368,1,closed,23.00666618347168,19.950666427612305,1.9766674041748047,1.9766674041748047
tsla,short,0.0004,2017-10-20,2017-12-11,23.00666618347168,21.92733383178711,59.92536885260496,2.8341877468872716,0.04727637269545757,0.025104272453003368,1,closed,23.00666618347168,19.950666427612305,1.9766674041748047,1.9766674041748047
tsla,long,0.0004,2017-12-11,2017-12-28,21.92733383178711,21.02400016784668,51.40825345209508,-2.0964314208167534,-0.04076374331995563,0.019724389956496797,0,closed,22.89666748046875,20.775999069213867,1.8726673126220703,2.120668411254883
tsla,short,0.0004,2017-12-28,2018-01-08,21.02400016784668,22.42733383178711,53.266715839856985,-3.532769382274517,-0.06629573869615703,0.0198930097019454,0,closed,22.42733383178711,20.75666618347168,1.6706676483154297,1.6706676483154297
tsla,long,0.0004,2018-01-08,2018-02-08,22.42733383178711,21.01533317565918,43.175128115936666,-2.699895055003121,-0.06250856024640127,0.016189658302882094,0,closed,23.62066650390625,21.01533317565918,2.6053333282470703,2.6053333282470703
tsla,short,0.0004,2018-02-08,2018-02-23,21.01533317565918,23.46999931335449,39.107931406333094,-4.550469761225758,-0.11631015524857612,0.013822253786623398,0,closed,23.46999931335449,20.69466781616211,2.7753314971923793,2.7753314971923793
tsla,long,0.0004,2018-02-23,2018-03-06,23.46999931335449,21.8799991607666,35.70897195250108,-2.4038854549910567,-0.06729188126741234,0.013321647536217378,0,closed,23.827999114990234,21.8799991607666,1.9479999542236328,1.9479999542236328
tsla,long,0.0004,2018-02-23,2018-03-06,23.46999931335449,21.8799991607666,35.682776582767474,-2.4021220139047523,-0.06729188126741235,0.01331187504869978,0,closed,23.827999114990234,21.8799991607666,1.9479999542236328,1.9479999542236328
tsla,long,0.0004,2018-02-23,2018-03-06,23.46999931335449,21.8799991607666,35.682776582767474,-2.4021220139047523,-0.06729188126741235,0.01331187504869978,0,closed,23.827999114990234,21.8799991607666,1.9479999542236328,1.9479999542236328
tsla,short,0.0004,2018-03-06,2018-03-13,21.8799991607666,22.78933334350586,35.33527035509788,-1.4538089468526687,-0.04112682338835616,0.01355234959751803,0,closed,23.03400039672852,21.81133270263672,0.9780006408691406,1.2226676940918004
tsla,long,0.0004,2018-03-13,2018-03-14,22.78933334350586,21.775333404541016,44.60942202501375,-1.9662289648881763,-0.044058909173944075,0.017056959644238458,0,closed,22.78933334350586,21.775333404541016,1.0139999389648438,1.0139999389648438
tsla,short,0.0004,2018-03-14,2018-05-07,21.775333404541016,20.184667587280277,41.184339175664235,3.02375076120527,0.07339054896592352,0.01768371733055947,1,closed,21.775333404541016,16.832000732421875,3.352666854858402,3.5493316650390625
tsla,long,0.0004,2018-05-07,2018-05-16,20.184667587280277,19.09866714477539,37.10215003835016,-1.980570465623203,-0.05336020245162563,0.014048312434570677,0,closed,20.456666946411133,18.94533348083496,1.3579998016357422,1.5113334655761719
tsla,short,0.0004,2018-05-16,2018-06-06,19.09866714477539,21.299999237060547,41.661390479758495,-4.7833428786607675,-0.11476884200090244,0.014750450730858723,0,closed,21.299999237060547,18.333999633789062,2.9659996032714844,2.9659996032714844
tsla,long,0.0004,2018-06-06,2018-07-06,21.299999237060547,20.59333229064941,33.42370876677104,-1.0950750860690526,-0.032750316958328814,0.012931276049324493,0,closed,24.722000122070312,20.59333229064941,4.128667831420902,4.128667831420902
tsla,short,0.0004,2018-07-06,2018-08-03,20.59333229064941,23.211332321166992,31.342391982529605,-3.97037639319069,-0.1266268459932999,0.010948168713788103,0,closed,23.30266761779785,19.344667434692383,3.8666648864746094,3.9580001831054688
tsla,short,0.0004,2018-07-06,2018-08-03,20.59333229064941,23.211332321166992,31.341520378389006,-3.970265980542352,-0.1266268459932999,0.010947864254920121,0,closed,23.30266761779785,19.344667434692383,3.8666648864746094,3.9580001831054688
tsla,short,0.0004,2018-07-06,2018-08-03,20.59333229064941,23.211332321166992,31.341520378389006,-3.970265980542352,-0.1266268459932999,0.010947864254920121,0,closed,23.30266761779785,19.344667434692383,3.8666648864746094,3.9580001831054688
tsla,long,0.0004,2018-08-03,2018-08-20,23.211332321166992,20.562667846679688,23.09981992480992,-2.625641700708503,-0.11361956294773222,0.008189249539288245,0,closed,25.30466651916504,20.36666679382324,4.741998672485352,4.9379997253418
tsla,long,0.0004,2018-08-03,2018-08-20,23.211332321166992,20.562667846679688,23.109795076927565,-2.6267755266628283,-0.1136195629477322,0.008192785887629906,0,closed,25.30466651916504,20.36666679382324,4.741998672485352,4.9379997253418
tsla,long,0.0004,2018-08-03,2018-08-20,23.211332321166992,20.562667846679688,23.10979507692756,-2.626775526662828,-0.1136195629477322,0.008192785887629905,0,closed,25.30466651916504,20.36666679382324,4.741998672485352,4.9379997253418
tsla,short,0.0004,2018-08-20,2018-09-27,20.562667846679688,20.501333236694336,18.222399713427876,0.06162416086289513,0.0033804280537847054,0.0073136182463604425,1,closed,21.521333694458008,17.549333572387695,2.9519996643066406,3.0893325805664062
tsla,long,0.0004,2018-09-27,2018-09-28,20.501333236694336,17.65133285522461,29.802274893012704,-4.129391337332443,-0.13850417780574462,0.010268490546398945,0,closed,20.501333236694336,17.65133285522461,2.8500003814697266,2.8500003814697266
tsla,short,0.0004,2018-09-28,2018-10-25,17.65133285522461,20.99066734313965,21.603308597717177,-4.0767020746339675,-0.18863181884254188,0.007009988692169502,0,closed,20.99066734313965,16.70400047302246,4.2866668701171875,4.2866668701171875
tsla,short,0.0004,2018-09-28,2018-10-25,17.65133285522461,20.99066734313965,21.50990914446916,-4.059076915825371,-0.18863181884254188,0.006979681801529953,0,closed,20.99066734313965,16.70400047302246,4.2866668701171875,4.2866668701171875
tsla,short,0.0004,2018-09-28,2018-10-25,17.65133285522461,20.99066734313965,21.509909144469155,-4.05907691582537,-0.18863181884254188,0.0069796818015299515,0,closed,20.99066734313965,16.70400047302246,4.2866668701171875,4.2866668701171875
tsla,long,0.0004,2018-10-25,2018-12-20,20.99066734313965,21.025333404541016,13.833741349813403,0.028372979152892455,0.002050177840112202,0.005544849387011621,1,closed,25.119333267211918,20.99066734313965,4.093999862670902,4.093999862670902
tsla,short,0.0004,2018-12-20,2019-01-11,21.025333404541016,23.15066719055176,33.41763616414649,-3.3632790089337536,-0.1006035759326739,0.012021202381666948,0,closed,23.15066719055176,19.69266700744629,3.4580001831054723,3.4580001831054723
tsla,long,0.0004,2019-01-11,2019-01-18,23.15066719055176,20.15066719055176,20.68335964145381,-2.6709229720956293,-0.12908225013676408,0.007204545824265622,0,closed,23.15399932861328,20.15066719055176,3.00333213806152,3.00333213806152
tsla,long,0.0004,2019-01-11,2019-01-18,23.15066719055176,20.15066719055176,20.678013583017385,-2.670232614700335,-0.12908225013676408,0.007202683654692976,0,closed,23.15399932861328,20.15066719055176,3.00333213806152,3.00333213806152
tsla,long,0.0004,2019-01-11,2019-01-18,23.15066719055176,20.15066719055176,20.678013583017385,-2.670232614700335,-0.12908225013676408,0.007202683654692976,0,closed,23.15399932861328,20.15066719055176,3.00333213806152,3.00333213806152
tsla,short,0.0004,2019-01-18,2019-06-17,20.15066719055176,15.001999855041504,17.882592294955945,4.574483092240861,0.25570416322099737,0.008983561219655507,1,closed,21.42333221435547,11.9313325881958,3.070667266845703,3.070667266845703
tsla,short,0.0004,2019-01-18,2019-06-17,20.15066719055176,15.001999855041504,17.729244432111624,4.535255714339365,0.25570416322099737,0.008906524854287279,1,closed,21.42333221435547,11.9313325881958,3.070667266845703,3.070667266845703
tsla,short,0.0004,2019-01-18,2019-06-17,20.15066719055176,15.001999855041504,17.729244432111624,4.535255714339365,0.25570416322099737,0.008906524854287279,1,closed,21.42333221435547,11.9313325881958,3.070667266845703,3.070667266845703
tsla,short,0.0004,2019-01-18,2019-06-17,20.15066719055176,15.001999855041504,17.729244432111624,4.535255714339365,0.25570416322099737,0.008906524854287279,1,closed,21.42333221435547,11.9313325881958,3.070667266845703,3.070667266845703
tsla,long,0.0004,2019-06-17,2019-08-05,15.001999855041504,15.221332550048828,28.76319287753951,0.431866179486079,0.015008536599265505,0.011678090906731546,1,closed,17.658666610717773,14.618000030517578,2.4373340606689453,2.45599937438965
tsla,short,0.0004,2019-08-05,2019-09-10,15.221332550048828,15.702667236328123,25.944125125515864,-0.8097048857039121,-0.031197082184652666,0.010053636829548074,0,closed,15.886667251586914,14.09333324432373,1.6093339920043928,1.6093339920043928
tsla,long,0.0004,2019-09-10,2020-03-06,15.702667236328123,46.89866638183594,36.22654572857684,71.95585665049103,1.9854797873011696,0.04328447617535401,1,closed,61.16133117675781,14.880666732788086,14.262664794921875,16.628665924072266
tsla,short,0.0004,2020-03-06,2020-04-13,46.89866638183594,43.39666748046875,19.836579109936576,1.488574603839351,0.07501188414349398,0.008530298482196576,1,closed,46.89866638183594,24.08133316040039,19.31533432006836,19.31533432006836
tsla,short,0.0004,2020-03-06,2020-04-13,46.89866638183594,43.39666748046875,19.773800805523905,1.483863600540703,0.07501188414349397,0.008503302009070925,1,closed,46.89866638183594,24.08133316040039,19.31533432006836,19.31533432006836
tsla,short,0.0004,2020-03-06,2020-04-13,46.89866638183594,43.39666748046875,19.773800805523905,1.483863600540703,0.07501188414349397,0.008503302009070925,1,closed,46.89866638183594,24.08133316040039,19.31533432006836,19.31533432006836
tsla,long,0.0004,2020-04-13,2020-10-28,43.39666748046875,135.33999633789062,11.211610663474962,23.74871688221563,2.11737796718183,0.013987931615386022,1,closed,166.10667419433594,43.39666748046875,30.766677856445312,56.03667449951172
tsla,short,0.0004,2020-10-28,2020-11-18,135.33999633789062,162.2133331298828,37.56336594108024,-7.440630160847664,-0.19800286056498786,0.012047900928896588,0,closed,162.2133331298828,129.34666442871094,32.866668701171875,32.866668701171875
tsla,long,0.0004,2020-11-18,2021-02-17,162.2133331298828,266.04998779296875,27.210367568637256,17.421931803059163,0.640012046379354,0.01785570663035934,1,closed,294.36334228515625,162.2133331298828,28.3133544921875,29.85333251953125
tsla,short,0.0004,2021-02-17,2021-04-12,266.04998779296875,233.9933319091797,38.61423317437109,4.6662622652456625,0.12079472714831488,0.01731294260328027,1,closed,266.04998779296875,187.6666717529297,46.32666015625,48.31332397460935
tsla,long,0.0004,2021-04-12,2021-05-04,233.9933319091797,224.5333404541016,32.09587708030161,-1.2842245510939874,-0.039996129660572796,0.012324453397751187,0,closed,254.10667419433597,224.5333404541016,29.573333740234375,29.573333740234375
tsla,short,0.0004,2021-05-04,2021-06-22,224.5333404541016,207.90333557128903,31.847292452182533,2.3705621437869073,0.07440550629185434,0.013687519240249192,1,closed,224.5333404541016,187.82000732421875,20.083328247070284,22.46333312988284
tsla,long,0.0004,2021-06-22,2021-07-27,207.90333557128903,214.9266662597656,50.11358216622138,1.7122989050820483,0.03415469243134078,0.020730623296140553,1,closed,229.5733337402344,207.90333557128903,14.646667480468807,15.113327026367216
tsla,short,0.0004,2021-07-27,2021-07-29,214.9266662597656,225.7833404541016,60.35421491709636,-3.0233250815668913,-0.05007298588318144,0.022931868142866758,0,closed,225.7833404541016,214.9266662597656,10.856674194335994,10.856674194335994
tsla,long,0.0004,2021-07-29,2021-12-06,225.7833404541016,336.336669921875,51.60281003635037,25.277519545041315,0.4896517945325899,0.030756174548869,1,closed,409.9700012207031,221.90333557128903,73.63333129882812,73.63333129882812
tsla,short,0.0004,2021-12-06,2021-12-28,336.336669921875,362.8233337402344,26.299305841118507,-2.059729782271498,-0.07828746138004625,0.009695499050395276,0,closed,364.6466674804688,299.9800109863281,62.84332275390625,64.66665649414068
tsla,long,0.0004,2021-12-28,2022-01-19,362.8233337402344,331.8833312988281,27.92101371742947,-2.3688578504791655,-0.08480746191033978,0.010220481389481183,0,closed,399.9266662597656,331.8833312988281,68.0433349609375,68.0433349609375
tsla,short,0.0004,2022-01-19,2022-03-21,331.8833312988281,307.0533447265625,22.96261069199784,1.726458606112936,0.07515556683944033,0.009875902592375379,1,closed,332.0899963378906,254.67999267578125,52.37335205078125,52.37335205078125
tsla,long,0.0004,2022-03-21,2022-04-26,307.0533447265625,292.1400146484375,26.747642131117335,-1.2878881417443209,-0.04813033538346677,0.010183693737969306,0,closed,381.8166809082031,292.1400146484375,89.67666625976562,89.67666625976562
tsla,short,0.0004,2022-04-26,2022-07-08,292.1400146484375,250.76333618164065,27.652789774227383,3.9260476110431046,0.14191975652512034,0.012632161601898338,1,closed,317.5400085449219,209.3866729736328,41.37666320800784,48.94667053222656
tsla,long,0.0004,2022-07-08,2022-07-12,250.76333618164065,233.07000732421875,25.76563644182639,-1.806931064033606,-0.07010144289220438,0.00958319127613628,0,closed,250.76333618164065,233.07000732421875,17.693328857421903,17.693328857421903
tsla,long,0.0004,2022-07-08,2022-07-12,250.76333618164065,233.07000732421875,25.75169979577631,-1.8059536940884393,-0.07010144289220437,0.00957800772302874,0,closed,250.76333618164065,233.07000732421875,17.693328857421903,17.693328857421903
tsla,long,0.0004,2022-07-08,2022-07-12,250.76333618164065,233.07000732421875,25.751699795776315,-1.8059536940884395,-0.07010144289220437,0.009578007723028742,0,closed,250.76333618164065,233.07000732421875,17.693328857421903,17.693328857421903
tsla,short,0.0004,2022-07-12,2022-07-13,233.07000732421875,237.0399932861328,24.495460585052513,-0.4072731639189539,-0.016619824446240907,0.009635208209706887,0,closed,237.0399932861328,233.07000732421875,3.9699859619140625,3.9699859619140625
tsla,long,0.0004,2022-07-13,2022-08-31,237.0399932861328,275.6099853515625,26.35875571122367,4.297800356460309,0.16298497863040007,0.01226330866198917,1,closed,309.32000732421875,237.0399932861328,33.71002197265625,33.71002197265625
tsla,short,0.0004,2022-08-31,2022-09-12,275.6099853515625,304.4200134277344,42.491377652996334,-4.422923272548905,-0.10404826455251734,0.015226671079649966,0,closed,304.4200134277344,270.2099914550781,34.21002197265625,34.21002197265625
tsla,long,0.0004,2022-09-12,2022-09-26,304.4200134277344,276.010009765625,53.80651001096741,-4.9979537772611184,-0.09285037432704493,0.019522619054507924,0,closed,309.07000732421875,275.3299865722656,33.05999755859375,33.740020751953125
tsla,short,0.0004,2022-09-26,2023-01-25,276.010009765625,144.42999267578125,43.14428055662778,20.576861017198897,0.47674060170722415,0.025491747481295235,1,closed,287.8099975585937,108.0999984741211,36.329994201660156,36.329994201660156
tsla,long,0.0004,2023-01-25,2023-03-09,144.42999267578125,172.9199981689453,20.437100368371006,4.037951912080658,0.19750046036680266,0.009790665933997503,1,closed,214.2400054931641,144.42999267578125,41.32000732421878,41.32000732421878
tsla,short,0.0004,2023-03-09,2023-03-23,172.9199981689453,192.22000122070312,28.635209255850736,-3.1833052006599605,-0.11112305309693328,0.010180250255310752,0,closed,197.5800018310547,172.9199981689453,19.300003051757812,24.660003662109375
tsla,long,0.0004,2023-03-23,2023-04-10,192.22000122070312,184.50999450683597,31.291837996362027,-1.2421019965952875,-0.03967824312336648,0.012019693579780166,0,closed,207.4600067138672,184.50999450683597,22.95001220703122,22.95001220703122
